fips_txt,Stabr,area_name,countbrewpub,countcontract,countmicro,countregional,counttotal,countlargest,countbest,median_HHI_2019,bach_deg_pct_14to18,Latitude,Longitude,population2019
17069,IL,"Hardin County, IL",0,0,0,0,0,0,0,44573,11.2,37.51785,-88.266148,3821
17071,IL,"Henderson County, IL",0,0,0,0,0,0,0,55535,15.4,40.81514,-90.93848,6646
17073,IL,"Henry County, IL",2,0,0,0,2,0,0,61680,22.6,41.35002,-90.130838,48913
17075,IL,"Iroquois County, IL",0,0,0,0,0,0,0,51542,15.4,40.74887,-87.833601,27114
17077,IL,"Jackson County, IL",0,0,1,0,2,0,0,37308,36,37.7861,-89.381212,56750
17079,IL,"Jasper County, IL",0,0,0,0,0,0,0,59980,17.5,39.00487,-88.150763,9610
17081,IL,"Jefferson County, IL",0,0,0,0,0,0,0,50531,17.4,38.30078,-88.92421,37684
17083,IL,"Jersey County, IL",0,0,1,0,1,0,0,63351,20.5,39.08019,-90.361365,21773
17085,IL,"Jo Daviess County, IL",1,0,0,0,1,0,0,62522,23.8,42.36239,-90.211471,21235
17087,IL,"Johnson County, IL",0,0,0,0,0,0,0,55022,16.5,37.46082,-88.882962,12417
17089,IL,"Kane County, IL",4,0,1,0,9,0,0,84311,33.1,41.93959,-88.42804,532403
17091,IL,"Kankakee County, IL",2,0,0,0,2,0,0,60763,21,41.13949,-87.861125,109862
17093,IL,"Kendall County, IL",0,0,1,0,1,0,0,105586,35.4,41.58814,-88.430626,128990
17095,IL,"Knox County, IL",1,0,0,0,2,0,0,43404,18.5,40.93094,-90.213761,49699
17097,IL,"Lake County, IL",3,0,12,0,17,0,0,92638,45,42.32644,-87.436118,696535
17099,IL,"LaSalle County, IL",1,0,1,0,2,0,0,59528,17.9,41.34334,-88.885931,108669
17101,IL,"Lawrence County, IL",0,0,0,0,0,0,0,47114,13.5,38.71895,-87.730221,15678
17103,IL,"Lee County, IL",0,0,0,0,0,0,0,57619,17.7,41.74744,-89.299351,34096
17105,IL,"Livingston County, IL",0,0,0,0,0,0,0,54422,15.7,40.89438,-88.552852,35648
17107,IL,"Logan County, IL",0,0,0,0,0,0,0,53806,20.4,40.12907,-89.365308,28618
17109,IL,"McDonough County, IL",0,0,0,0,0,0,0,49048,32.4,40.45579,-90.677579,29682
17111,IL,"McHenry County, IL",0,0,2,0,6,0,0,89379,33.7,42.3243,-88.452245,307774
17113,IL,"McLean County, IL",1,0,3,0,4,0,0,69230,44.8,40.49456,-88.844539,171517
17115,IL,"Macon County, IL",0,0,2,0,2,0,0,52259,22.5,39.86024,-88.961529,104009
17117,IL,"Macoupin County, IL",0,0,0,0,0,0,0,54174,19.4,39.2659,-89.926344,44926
17119,IL,"Madison County, IL",1,0,1,0,3,0,0,66591,25.8,38.82708,-89.900195,262966
17121,IL,"Marion County, IL",0,0,0,0,0,0,0,52291,15,38.6484,-88.920221,37205
17123,IL,"Marshall County, IL",0,0,0,0,0,0,0,63628,16.8,41.03112,-89.342371,11438
17125,IL,"Mason County, IL",0,0,0,0,0,0,0,51967,15.4,40.23699,-89.913575,13359
17127,IL,"Massac County, IL",1,0,0,0,1,0,0,54159,13.2,37.21612,-88.705658,13772
17129,IL,"Menard County, IL",0,0,0,0,0,0,0,77306,23.1,40.02257,-89.794133,12196
17131,IL,"Mercer County, IL",0,0,0,0,0,0,0,62241,17.8,41.20479,-90.741433,15437
17133,IL,"Monroe County, IL",1,0,1,0,2,0,0,90904,32.5,38.27798,-90.179078,34637
17135,IL,"Montgomery County, IL",0,0,0,0,0,0,0,51665,15.6,39.22809,-89.478007,28414
17137,IL,"Morgan County, IL",0,0,0,0,0,0,0,55937,19.9,39.71681,-90.202277,33658
17139,IL,"Moultrie County, IL",0,0,0,0,0,0,0,65472,19.5,39.6369,-88.625726,14501
17141,IL,"Ogle County, IL",0,0,0,0,1,0,0,63565,20,42.04188,-89.320176,50643
17143,IL,"Peoria County, IL",2,0,1,0,3,0,0,57717,30.4,40.786,-89.767358,179179
17145,IL,"Perry County, IL",1,0,0,0,1,0,0,56880,11.7,38.08439,-89.368487,20916
17147,IL,"Piatt County, IL",0,0,0,0,0,0,0,72265,27.9,40.00906,-88.592328,16344
17149,IL,"Pike County, IL",0,0,0,0,0,0,0,54309,15.1,39.62511,-90.889034,15561
17151,IL,"Pope County, IL",0,0,0,0,0,0,0,46478,13.4,37.41717,-88.542374,4177
17153,IL,"Pulaski County, IL",0,0,0,0,0,0,0,38506,12.3,37.21562,-89.127755,5335
17155,IL,"Putnam County, IL",0,0,0,0,0,0,0,74367,14.6,41.19894,-89.298386,5739
17157,IL,"Randolph County, IL",0,0,1,0,1,0,0,58444,12.8,38.05652,-89.82121,31782
17159,IL,"Richland County, IL",0,0,0,0,0,0,0,49775,21.3,38.71155,-88.085698,15513
17161,IL,"Rock Island County, IL",2,0,3,0,5,0,0,57772,23.2,41.4684,-90.572203,141879
17163,IL,"St. Clair County, IL",1,0,2,0,3,0,0,57726,27.3,38.4702,-89.928546,259686
17165,IL,"Saline County, IL",0,0,0,0,0,0,0,48547,17.8,37.75165,-88.545031,23491
17167,IL,"Sangamon County, IL",1,0,4,0,5,0,0,61768,34.2,39.75638,-89.662311,194672
17169,IL,"Schuyler County, IL",0,0,0,0,0,0,0,56015,18.2,40.15691,-90.613464,6768
17171,IL,"Scott County, IL",0,0,0,0,0,0,0,61231,15,39.63698,-90.477759,4951
17173,IL,"Shelby County, IL",0,0,0,0,0,0,0,61376,16.9,39.38493,-88.798862,21634
17175,IL,"Stark County, IL",0,0,0,0,0,0,0,54804,17.5,41.09691,-89.797411,5342
17177,IL,"Stephenson County, IL",0,0,2,0,3,0,0,51786,19.3,42.34973,-89.665994,44498
17179,IL,"Tazewell County, IL",1,0,0,0,1,0,0,66206,26.4,40.50807,-89.51626,131803
17181,IL,"Union County, IL",0,0,0,0,1,0,0,51575,22.8,37.4751,-89.252875,16653
17183,IL,"Vermilion County, IL",0,0,0,0,0,0,0,46295,15.1,40.18674,-87.726772,75758
17185,IL,"Wabash County, IL",0,0,0,0,0,0,0,54249,17.2,38.44582,-87.839167,11520
17187,IL,"Warren County, IL",0,0,1,0,1,0,0,53621,23,40.85044,-90.620223,16844
17189,IL,"Washington County, IL",0,0,0,0,0,0,0,64297,20.6,38.35314,-89.417187,13887
17191,IL,"Wayne County, IL",0,0,0,0,0,0,0,51829,14.6,38.43195,-88.432129,16215
17193,IL,"White County, IL",0,0,0,0,0,0,0,51388,15.2,38.08737,-88.178585,13537
17195,IL,"Whiteside County, IL",0,0,0,0,0,0,0,50880,18.5,41.75057,-89.910957,55175
17197,IL,"Will County, IL",5,0,7,0,12,0,0,90249,34,41.44847,-87.978456,690743
17199,IL,"Williamson County, IL",0,0,0,0,1,0,0,56958,22.6,37.73035,-88.930018,66597
17201,IL,"Winnebago County, IL",4,0,2,0,6,0,0,59510,22.6,42.3374,-89.161205,282572
17203,IL,"Woodford County, IL",0,0,0,0,0,0,0,77117,31.6,40.7896,-89.210301,38459
18001,IN,"Adams County, IN",0,0,0,0,0,0,0,53532,15.3,40.74573,-84.936131,35777
18003,IN,"Allen County, IN",2,0,5,0,8,0,0,56838,28.2,41.09186,-85.07223,379299
18005,IN,"Bartholomew County, IN",2,0,0,0,2,0,0,71181,32.3,39.20584,-85.897999,83779
18007,IN,"Benton County, IN",0,0,0,0,0,0,0,55016,16.9,40.60825,-87.315479,8748
18009,IN,"Blackford County, IN",0,0,0,0,0,0,0,46811,13.6,40.47267,-85.32373,11758
18011,IN,"Boone County, IN",1,0,0,0,1,0,0,84137,48.3,40.05089,-86.469014,67843
18013,IN,"Brown County, IN",0,0,0,0,0,0,0,59617,27.4,39.19259,-86.23941,15092
18015,IN,"Carroll County, IN",0,0,0,0,0,0,0,58965,17.2,40.58498,-86.565141,20257
18017,IN,"Cass County, IN",0,0,0,0,0,0,0,51777,13.9,40.7538,-86.355169,37689
18019,IN,"Clark County, IN",1,0,0,0,1,0,0,59441,20.9,38.47622,-85.711122,118302
18021,IN,"Clay County, IN",0,0,0,0,1,0,0,54349,16.8,39.39395,-87.115837,26225
18023,IN,"Clinton County, IN",0,0,0,0,0,0,0,55336,16.6,40.30594,-86.477567,32399
18025,IN,"Crawford County, IN",0,0,0,0,0,0,0,44332,11.4,38.28943,-86.440871,10577
18027,IN,"Daviess County, IN",0,0,0,0,0,0,0,56611,13.8,38.69616,-87.076988,33351
18029,IN,"Dearborn County, IN",0,0,1,0,1,0,0,71351,21.6,39.15149,-84.97346,49458
18031,IN,"Decatur County, IN",0,0,0,0,0,0,0,60891,19.6,39.30598,-85.499831,26559
18033,IN,"DeKalb County, IN",0,0,0,0,1,0,0,59714,17.7,41.40119,-85.000185,43475
18035,IN,"Delaware County, IN",0,0,1,0,1,0,0,45912,24.3,40.22717,-85.398856,114135
18037,IN,"Dubois County, IN",2,0,1,0,3,0,0,63869,22.2,38.37334,-86.873385,42736
18039,IN,"Elkhart County, IN",2,0,1,0,4,0,0,55782,19.2,41.60069,-85.863986,206341
18041,IN,"Fayette County, IN",0,0,0,0,0,0,0,48499,11.6,39.63966,-85.185032,23102
18043,IN,"Floyd County, IN",4,0,0,0,4,0,0,64614,29.5,38.31794,-85.911474,78522
18045,IN,"Fountain County, IN",0,0,0,0,0,0,0,55337,15,40.12128,-87.234806,16346
18047,IN,"Franklin County, IN",0,0,0,0,1,0,0,67315,19.8,39.40976,-85.066964,22758
18049,IN,"Fulton County, IN",0,0,0,0,0,0,0,55011,14.4,41.05038,-86.265006,19974
18051,IN,"Gibson County, IN",0,0,0,0,0,0,0,61872,17.4,38.31741,-87.580566,33659
18053,IN,"Grant County, IN",0,0,1,0,1,0,0,47509,17.1,40.51576,-85.654946,65769
18055,IN,"Greene County, IN",0,0,0,0,1,0,0,51918,14.8,39.0486,-87.005245,31922
18057,IN,"Hamilton County, IN",6,0,3,0,13,0,0,107710,57.8,40.04987,-86.020586,338011
18059,IN,"Hancock County, IN",0,0,2,0,2,0,0,77905,30.3,39.8226,-85.772904,78168
18061,IN,"Harrison County, IN",1,0,0,0,1,0,0,64270,17.4,38.18644,-86.103681,40515
18063,IN,"Hendricks County, IN",1,0,1,0,4,0,0,85827,36.3,39.76875,-86.510287,170311
18065,IN,"Henry County, IN",0,0,0,0,0,0,0,49293,16.6,39.92958,-85.397338,47972
18067,IN,"Howard County, IN",1,0,1,0,2,0,0,54048,21.2,40.48354,-86.114118,82544
18069,IN,"Huntington County, IN",0,0,0,0,0,0,0,54565,19,40.82639,-85.478598,36520
18071,IN,"Jackson County, IN",0,0,0,0,0,0,0,59472,15.5,38.91196,-86.042516,44231
18073,IN,"Jasper County, IN",0,0,0,0,1,0,0,65352,14.9,41.01769,-87.118814,33562
18075,IN,"Jay County, IN",0,0,0,0,0,0,0,49447,10.6,40.43497,-85.00338,20436
18077,IN,"Jefferson County, IN",0,0,0,0,0,0,0,53378,17.9,38.7836,-85.44009,32308
18079,IN,"Jennings County, IN",0,0,0,0,0,0,0,55022,11.1,38.99623,-85.628111,27735
18081,IN,"Johnson County, IN",1,0,2,0,4,0,0,74427,31.8,39.49599,-86.0946,158167
18083,IN,"Knox County, IN",0,0,0,0,0,0,0,48760,16.4,38.68866,-87.420182,36594
18085,IN,"Kosciusko County, IN",0,0,0,0,1,0,0,64677,22.7,41.24429,-85.861575,79456
18087,IN,"LaGrange County, IN",0,0,0,0,0,0,0,70746,10.4,41.64247,-85.426302,39614
18089,IN,"Lake County, IN",7,0,4,1,12,1,1,57280,22.1,41.47224,-87.374337,485493
18091,IN,"LaPorte County, IN",2,0,2,0,4,0,0,56427,17.9,41.54901,-86.744729,109888
18093,IN,"Lawrence County, IN",1,0,0,0,1,0,0,56261,15.5,38.83982,-86.48782,45370
18095,IN,"Madison County, IN",0,0,1,0,2,0,0,54145,18,40.1662,-85.722454,129569
18097,IN,"Marion County, IN",14,0,12,1,28,0,0,50707,30.4,39.78298,-86.135794,964582
18099,IN,"Marshall County, IN",0,0,0,0,0,0,0,53695,20.5,41.325,-86.269036,46258
18101,IN,"Martin County, IN",0,0,0,0,0,0,0,56735,13.4,38.70532,-86.801847,10255
18103,IN,"Miami County, IN",0,0,0,0,0,0,0,53658,12.7,40.77288,-86.044259,35516
18105,IN,"Monroe County, IN",3,0,3,1,8,0,0,53113,45.6,39.16075,-86.523325,148431
18107,IN,"Montgomery County, IN",0,0,1,0,1,0,0,54366,18.1,40.0403,-86.892715,38338
18109,IN,"Morgan County, IN",0,0,0,0,0,0,0,63414,16.9,39.48265,-86.447457,70489
18111,IN,"Newton County, IN",0,0,0,0,0,0,0,61457,11.2,40.9624,-87.402172,13984
18113,IN,"Noble County, IN",0,0,0,0,0,0,0,60980,14.3,41.40079,-85.41785,47744
18115,IN,"Ohio County, IN",0,0,0,0,0,0,0,58294,13.7,38.94053,-84.964299,5875
18117,IN,"Orange County, IN",0,0,0,0,0,0,0,47931,12.3,38.54738,-86.489257,19646
18119,IN,"Owen County, IN",0,0,0,0,0,0,0,53387,12.6,39.31734,-86.838845,20799
18121,IN,"Parke County, IN",0,0,0,0,0,0,0,51554,12.2,39.77425,-87.19695,16937
18123,IN,"Perry County, IN",0,0,0,0,0,0,0,53908,14.9,38.08144,-86.62654,19169
18125,IN,"Pike County, IN",0,0,0,0,0,0,0,52378,13.7,38.3979,-87.232532,12389
18127,IN,"Porter County, IN",2,0,2,0,4,0,0,74064,28.2,41.50992,-87.071308,170389
18129,IN,"Posey County, IN",0,0,1,0,1,0,0,68435,20.7,38.02761,-87.868653,25427
18131,IN,"Pulaski County, IN",0,0,0,0,0,0,0,52432,12.5,41.04527,-86.692538,12353
18133,IN,"Putnam County, IN",1,0,0,0,1,0,0,64098,16.1,39.66555,-86.853325,37576
18135,IN,"Randolph County, IN",0,0,0,0,0,0,0,50496,14.3,40.16441,-85.005004,24665
18137,IN,"Ripley County, IN",0,1,0,0,1,0,0,61219,18.1,39.10023,-85.260541,28324
18139,IN,"Rush County, IN",0,0,0,0,0,0,0,54371,13,39.62231,-85.466527,16581
18141,IN,"St. Joseph County, IN",4,0,1,0,6,0,0,53881,29.2,41.6177,-86.288159,271826
18143,IN,"Scott County, IN",0,0,0,0,0,0,0,50571,11.9,38.67943,-85.751898,23873
18145,IN,"Shelby County, IN",0,0,0,0,0,0,0,59798,19.4,39.52414,-85.792174,44729
18147,IN,"Spencer County, IN",0,0,0,0,0,0,0,59183,14.9,38.00979,-87.010645,20277
18149,IN,"Starke County, IN",0,0,1,0,1,0,0,54001,10.8,41.28322,-86.64757,22995
18151,IN,"Steuben County, IN",1,0,0,0,1,0,0,59444,20.6,41.64344,-85.002467,34594
18153,IN,"Sullivan County, IN",0,0,0,0,0,0,0,53375,10.8,39.08923,-87.415843,20669
18155,IN,"Switzerland County, IN",0,0,0,0,0,0,0,52482,9.9,38.82585,-85.029679,10751
18157,IN,"Tippecanoe County, IN",2,0,2,0,4,0,0,51228,37.7,40.38926,-86.893943,195732
18159,IN,"Tipton County, IN",0,0,0,0,0,0,0,69960,23,40.31023,-86.056207,15148
18161,IN,"Union County, IN",1,0,0,0,1,0,0,53866,16.9,39.62311,-84.925152,7054
18163,IN,"Vanderburgh County, IN",1,0,1,0,2,0,0,51603,26.3,38.02007,-87.586166,181451
18165,IN,"Vermillion County, IN",0,0,0,0,0,0,0,50723,13.4,39.85405,-87.462071,15498
18167,IN,"Vigo County, IN",1,0,0,0,1,0,0,48082,24.5,39.42914,-87.390375,107038
18169,IN,"Wabash County, IN",0,0,0,0,1,0,0,59874,18.4,40.84372,-85.795175,30996
18171,IN,"Warren County, IN",0,0,0,0,0,0,0,64109,18.9,40.35266,-87.375847,8265
18173,IN,"Warrick County, IN",0,0,1,0,1,0,0,79644,29.6,38.09776,-87.272023,62998
18175,IN,"Washington County, IN",0,0,0,0,0,0,0,51948,13.2,38.60061,-86.104751,28036
18177,IN,"Wayne County, IN",1,0,1,0,2,0,0,47885,18.2,39.86309,-85.006735,65884
18179,IN,"Wells County, IN",0,0,0,0,0,0,0,61636,18.1,40.73527,-85.212974,28296
18181,IN,"White County, IN",0,0,1,0,1,0,0,58295,16.8,40.75095,-86.864293,24102
18183,IN,"Whitley County, IN",0,0,0,0,0,0,0,67347,20.9,41.13643,-85.501892,33964
19001,IA,"Adair County, IA",0,0,0,0,0,0,0,57977,15.4,41.32853,-94.478164,7152
19003,IA,"Adams County, IA",0,0,0,0,0,0,0,53385,17.7,41.02166,-94.696906,3602
19005,IA,"Allamakee County, IA",0,0,0,0,0,0,0,56240,18.5,43.27496,-91.382751,13687
19007,IA,"Appanoose County, IA",0,0,0,0,0,0,0,41672,17.1,40.74468,-92.870345,12426
19009,IA,"Audubon County, IA",0,0,0,0,0,0,0,53197,14.6,41.67918,-94.904312,5496
19011,IA,"Benton County, IA",0,0,0,0,0,0,0,70023,22.6,42.09255,-92.05763,25645
19013,IA,"Black Hawk County, IA",3,0,1,0,4,0,0,60010,28.6,42.47289,-92.306059,131228
19015,IA,"Boone County, IA",0,0,1,0,1,0,0,63975,24.8,42.0386,-93.939138,26234
19017,IA,"Bremer County, IA",0,0,0,0,0,0,0,67229,30.3,42.78089,-92.327586,25062
19019,IA,"Buchanan County, IA",0,0,0,0,0,0,0,67906,20.6,42.47033,-91.838666,21175
19021,IA,"Buena Vista County, IA",0,0,0,0,0,0,0,57048,19.6,42.74152,-95.141433,19620
19023,IA,"Butler County, IA",0,0,0,0,0,0,0,57080,17.5,42.73471,-92.780066,14439
19025,IA,"Calhoun County, IA",0,0,0,0,0,0,0,57007,19.5,42.38617,-94.643683,9668
19027,IA,"Carroll County, IA",0,0,1,0,1,0,0,61379,22.2,42.03949,-94.867647,20165
19029,IA,"Cass County, IA",0,0,0,0,0,0,0,53692,19.6,41.33382,-94.933302,12836
19031,IA,"Cedar County, IA",0,0,0,0,0,0,0,71029,23,41.77236,-91.13219,18627
19033,IA,"Cerro Gordo County, IA",0,0,3,0,3,0,0,54589,22.7,43.07517,-93.251266,42450
19035,IA,"Cherokee County, IA",0,0,0,0,0,0,0,59901,21.4,42.74274,-95.633262,11235
19037,IA,"Chickasaw County, IA",0,0,0,0,0,0,0,60111,16.9,43.05974,-92.31721,11933
19039,IA,"Clarke County, IA",0,0,0,0,0,0,0,57708,16.9,41.02919,-93.784096,9395
19041,IA,"Clay County, IA",0,0,0,0,0,0,0,57174,22.6,43.07982,-95.149726,16016
19043,IA,"Clayton County, IA",0,0,1,0,1,0,0,53223,17.2,42.841,-91.323511,17549
19045,IA,"Clinton County, IA",0,0,0,0,0,0,0,56865,19.1,41.89807,-90.534243,46429
19047,IA,"Crawford County, IA",0,0,0,0,0,0,0,58077,12.8,42.04312,-95.38909,16820
19049,IA,"Dallas County, IA",1,0,0,0,1,0,0,97535,49.4,41.68532,-94.040707,93453
19051,IA,"Davis County, IA",0,0,0,0,0,0,0,57150,20.5,40.74809,-92.410345,9000
19053,IA,"Decatur County, IA",0,0,0,0,0,0,0,44873,23.5,40.73638,-93.78458,7870
19055,IA,"Delaware County, IA",0,0,1,0,1,0,0,70091,16.6,42.473,-91.359443,17011
19057,IA,"Des Moines County, IA",2,0,0,0,2,0,0,53547,20.5,40.91534,-91.186925,38967
19059,IA,"Dickinson County, IA",0,0,1,0,1,0,0,66211,31.3,43.38961,-95.196057,17258
19061,IA,"Dubuque County, IA",2,0,1,0,4,0,0,62481,30.5,42.46348,-90.878771,97311
19063,IA,"Emmet County, IA",0,0,0,0,0,0,0,55635,20.2,43.37798,-94.66937,9208
19065,IA,"Fayette County, IA",0,0,0,0,0,0,0,53142,19.8,42.86445,-91.839373,19650
19067,IA,"Floyd County, IA",0,0,0,0,0,0,0,55369,19.9,43.05274,-92.787367,15642
19069,IA,"Franklin County, IA",1,0,0,0,1,0,0,55847,17.7,42.73655,-93.271425,10070
19071,IA,"Fremont County, IA",0,0,0,0,0,0,0,60498,19.3,40.74373,-95.599516,6960
19073,IA,"Greene County, IA",0,0,0,0,0,0,0,55562,20.1,42.04249,-94.388703,8888
19075,IA,"Grundy County, IA",0,0,0,0,0,0,0,73683,28,42.40332,-92.790261,12232
19077,IA,"Guthrie County, IA",0,0,0,0,0,0,0,64965,19.8,41.68357,-94.501272,10689
19079,IA,"Hamilton County, IA",0,0,1,0,1,0,0,63234,24.3,42.39077,-93.709198,14773
19081,IA,"Hancock County, IA",0,0,0,0,0,0,0,62030,23.1,43.07541,-93.743697,10630
19083,IA,"Hardin County, IA",0,0,0,0,0,0,0,57103,19.8,42.38996,-93.241081,16846
19085,IA,"Harrison County, IA",0,0,0,0,0,0,0,63901,18.8,41.68858,-95.827149,14049
19087,IA,"Henry County, IA",0,0,0,0,0,0,0,57747,20.1,40.98586,-91.54427,19954
19089,IA,"Howard County, IA",0,0,0,0,0,0,0,58028,14.9,43.36531,-92.321908,9158
19091,IA,"Humboldt County, IA",0,0,1,0,1,0,0,56695,20.8,42.78222,-94.202775,9558
19093,IA,"Ida County, IA",0,0,0,0,0,0,0,58249,19,42.39186,-95.507421,6860
19095,IA,"Iowa County, IA",1,0,0,0,1,0,0,66861,19.1,41.68392,-92.059123,16184
19097,IA,"Jackson County, IA",0,0,1,0,1,0,0,57687,18.8,42.16428,-90.574597,19439
19099,IA,"Jasper County, IA",0,0,0,0,0,0,0,67317,17.9,41.68569,-93.052971,37185
19101,IA,"Jefferson County, IA",0,0,0,0,0,0,0,51741,31.6,41.00688,-91.967137,18295
19103,IA,"Johnson County, IA",3,0,2,0,5,0,0,67295,53,41.66874,-91.588812,151140
19105,IA,"Jones County, IA",0,0,0,0,0,0,0,63399,18.4,42.12512,-91.116914,20681
19107,IA,"Keokuk County, IA",0,0,0,0,0,0,0,54937,18.2,41.33118,-92.167721,10246
19109,IA,"Kossuth County, IA",0,0,0,0,0,0,0,59568,18.3,43.21248,-94.213983,14813
19111,IA,"Lee County, IA",2,0,0,0,2,0,0,51089,15.7,40.64759,-91.477157,33657
19113,IA,"Linn County, IA",5,0,3,0,8,0,0,64783,33,42.07795,-91.597674,226706
19115,IA,"Louisa County, IA",0,0,0,0,0,0,0,60544,14.2,41.21821,-91.256994,11035
19117,IA,"Lucas County, IA",0,0,0,0,0,0,0,53085,17,41.03334,-93.331467,8600
19119,IA,"Lyon County, IA",0,0,0,0,0,0,0,66139,21.4,43.38358,-96.207201,11755
19121,IA,"Madison County, IA",0,0,0,0,0,0,0,72578,23.9,41.33062,-94.015184,16338
19123,IA,"Mahaska County, IA",0,0,1,0,1,0,0,59242,22.3,41.3308,-92.636366,22095
19125,IA,"Marion County, IA",0,0,1,0,1,0,0,66381,26.4,41.33146,-93.093849,33253
19127,IA,"Marshall County, IA",0,0,1,0,1,0,0,55631,19,42.04169,-92.981452,39369
19129,IA,"Mills County, IA",0,0,1,0,1,0,0,72679,23.7,41.0337,-95.619101,15109
19131,IA,"Mitchell County, IA",0,0,1,0,1,0,0,61247,17.7,43.34856,-92.784466,10586
19133,IA,"Monona County, IA",0,0,0,0,0,0,0,53104,16.7,42.04943,-95.956566,8615
19135,IA,"Monroe County, IA",1,0,0,0,1,0,0,56397,16.6,41.02885,-92.869642,7707
19137,IA,"Montgomery County, IA",0,0,0,0,0,0,0,52715,17.5,41.02174,-95.15779,9917
19139,IA,"Muscatine County, IA",0,1,1,0,2,0,0,61767,22,41.48378,-91.118699,42664
19141,IA,"O'Brien County, IA",0,0,0,0,0,0,0,60298,19.9,43.08375,-95.625624,13753
19143,IA,"Osceola County, IA",0,0,1,0,1,0,0,60702,18.1,43.37854,-95.633788,5958
19145,IA,"Page County, IA",1,0,0,0,1,0,0,52179,21.3,40.73909,-95.14429,15107
19147,IA,"Palo Alto County, IA",0,0,0,0,0,0,0,55074,25,43.07585,-94.667297,8886
19149,IA,"Plymouth County, IA",0,0,0,0,0,0,0,69165,21,42.73759,-96.215864,25177
19151,IA,"Pocahontas County, IA",0,0,0,0,0,0,0,56146,14.7,42.73403,-94.678279,6619
19153,IA,"Polk County, IA",3,0,10,0,13,0,0,67331,36.1,41.68428,-93.56972,490161
19155,IA,"Pottawattamie County, IA",0,0,0,0,0,0,0,60322,21.2,41.34018,-95.544905,93206
19157,IA,"Poweshiek County, IA",0,0,0,0,0,0,0,57741,25.1,41.68453,-92.522882,18504
19159,IA,"Ringgold County, IA",0,0,0,0,0,0,0,50890,20.6,40.73533,-94.244251,4894
19161,IA,"Sac County, IA",0,0,0,0,0,0,0,59392,20.6,42.38753,-95.105224,9721
19163,IA,"Scott County, IA",2,0,4,0,6,0,0,65724,31.9,41.64168,-90.62229,172943
19165,IA,"Shelby County, IA",0,0,0,0,0,0,0,60498,20.8,41.67901,-95.308917,11454
19167,IA,"Sioux County, IA",0,0,0,0,0,0,0,71566,28.1,43.08285,-96.177929,34855
19169,IA,"Story County, IA",1,0,2,0,4,0,0,64151,51.1,42.03754,-93.466093,97117
19171,IA,"Tama County, IA",0,0,0,0,0,0,0,56281,16.1,42.07485,-92.529412,16854
19173,IA,"Taylor County, IA",0,0,0,0,0,0,0,51510,14.9,40.73795,-94.697108,6121
19175,IA,"Union County, IA",0,0,0,0,0,0,0,52914,17.2,41.02855,-94.245091,12241
19177,IA,"Van Buren County, IA",0,0,0,0,0,0,0,50425,14.1,40.75412,-91.952943,7044
19179,IA,"Wapello County, IA",0,0,1,0,1,0,0,50533,18,41.03126,-92.409482,34969
19181,IA,"Warren County, IA",0,0,1,0,1,0,0,79557,31.7,41.33677,-93.564366,51466
19183,IA,"Washington County, IA",1,0,0,0,1,0,0,63230,21.5,41.3294,-91.725052,21965
19185,IA,"Wayne County, IA",0,0,0,0,0,0,0,49962,13,40.73998,-93.332613,6441
19187,IA,"Webster County, IA",0,0,1,0,1,0,0,53344,19.6,42.4344,-94.179157,35904
19189,IA,"Winnebago County, IA",0,0,1,0,1,0,0,50258,22.4,43.37812,-93.743488,10354
19191,IA,"Winneshiek County, IA",0,0,2,0,2,0,1,65482,29.7,43.29299,-91.850788,19991
19193,IA,"Woodbury County, IA",0,0,2,0,2,0,0,58419,23,42.39322,-96.053296,103107
19195,IA,"Worth County, IA",1,0,0,0,1,0,0,60139,15.5,43.37349,-93.248533,7381
19197,IA,"Wright County, IA",0,0,1,0,1,0,0,54251,17.7,42.73301,-93.734735,12562
20001,KS,"Allen County, KS",0,0,0,0,1,0,0,46690,20.4,37.88423,-95.300945,12369
20003,KS,"Anderson County, KS",0,0,0,0,0,0,0,51352,17.5,38.21511,-95.292046,7858
20005,KS,"Atchison County, KS",0,0,0,0,0,0,0,51860,21.9,39.53254,-95.313398,16073
20007,KS,"Barber County, KS",0,0,0,0,0,0,0,50660,18.3,37.22291,-98.685052,4427
20009,KS,"Barton County, KS",1,0,0,0,1,0,0,50754,18.4,38.48124,-98.767837,25779
20011,KS,"Bourbon County, KS",0,0,1,0,1,0,0,47452,20.6,37.8561,-94.850928,14534
20013,KS,"Brown County, KS",0,0,0,0,0,0,0,47558,21.8,39.82593,-95.569905,9564
20015,KS,"Butler County, KS",0,0,1,0,1,0,0,66199,29,37.77368,-96.838762,66911
20017,KS,"Chase County, KS",0,0,0,0,0,0,0,51022,21.6,38.29855,-96.594064,2648
20019,KS,"Chautauqua County, KS",0,0,0,0,0,0,0,43664,16.8,37.15426,-96.245396,3250
20021,KS,"Cherokee County, KS",0,0,0,0,0,0,0,47682,19.1,37.16939,-94.845698,19939
20023,KS,"Cheyenne County, KS",0,0,0,0,0,0,0,47323,26.3,39.78926,-101.727302,2657
20025,KS,"Clark County, KS",0,0,0,0,0,0,0,59085,31.5,37.23383,-99.813869,1994
20027,KS,"Clay County, KS",0,0,0,0,0,0,0,52781,27.2,39.34496,-97.168853,8002
20029,KS,"Cloud County, KS",0,0,0,0,0,0,0,46299,22.5,39.48733,-97.64139,8786
